Feature Family,Feature Name,Family Abbreviation,Aggregation Abbreviation,Dimension,IBSI Family code,IBSI Feature code,IBSI Aggregation code,RaCaT Feature/Family Description,FixedBin,PET_unit,CT_unit,MRI_unit
grey-level size zone matrix,zone percentage glszm,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,grey level variance glszm,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone size variance,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,zone size entropy,SZM,2D,2D,9SAK,--,8QNN,GLSZMFeatures2Davg,FB,--,--,--
grey-level size zone matrix,small zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,large zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,low grey level zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,high grey level zone emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,small zone low grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,small zone high grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,large zone low grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,large zone high grey level emphasis,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,grey level non uniformity glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,grey level non uniformity normalized glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size non uniformity,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size non uniformity normalized,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone percentage glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,grey level variance glszm,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size variance,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,zone size entropy,SZM,2.5D,2D,9SAK,--,62GR,GLSZMFeatures2Dvmrg,FB,--,--,--
grey-level size zone matrix,small zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,large zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,low grey level zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,high grey level zone emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,small zone low grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,small zone high grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,large zone low grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,large zone high grey level emphasis,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,grey level non uniformity glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,grey level non uniformity normalized glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size non uniformity,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size non uniformity normalized,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone percentage glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,grey level variance glszm,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size variance,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
grey-level size zone matrix,zone size entropy,SZM,3D,3D,9SAK,--,K0B0,GLSZMFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,coarseness,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,contrast,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,busyness,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,complexity,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,strength,TDM,2D,2D,IPET,--,8QNN,ngtdmFeatures2avg,FB,--,--,--
neighbourhood grey tone difference matrix,coarseness,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,contrast,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,busyness,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,complexity,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,strength,TDM,2.5D,2D,IPET,--,62GR,ngtdmFeatures2Dmrg,FB,--,--,--
neighbourhood grey tone difference matrix,coarseness,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,contrast,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,busyness,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,complexity,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
neighbourhood grey tone difference matrix,strength,TDM,3D,3D,IPET,--,K0B0,ngtdmFeatures3D,FB,--,--,--
grey-level distance zone matrix,small distance emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,large distance emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,low grey level zone emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,high grey level zone emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,small distance low grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,small distance high grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,large distance low grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,large distance high grey level emphasis gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity normalized gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity normalized gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone percentage gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,grey level variance gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance variance gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,zone distance entropy gldzm,DZM,2D,2D,VMDZ,--,8QNN,gldzmFeatures2Davg,FB,--,--,--
grey-level distance zone matrix,small distance emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,large distance emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,low grey level zone emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,high grey level zone emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,small distance low grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,small distance high grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,large distance low grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,large distance high grey level emphasis gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity normalized gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity normalized gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,zone percentage gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,grey level variance gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,zone distance variance gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,zone distance entropy gldzm,DZM,2.5D,2D,VMDZ,--,62GR,gldzmFeatures2Dmrg,FB,--,--,--
grey-level distance zone matrix,small distance emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,large distance emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,low grey level zone emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,high grey level zone emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,small distance low grey level emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,small distance high grey level emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,large distance low grey level emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,large distance high grey level emphasis gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,grey level non uniformity normalized gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,zone distance non uniformity normalized gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,zone percentage gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,grey level variance gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,zone distance variance gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
grey-level distance zone matrix,zone distance entropy gldzm,DZM,3D,3D,VMDZ,--,K0B0,gldzmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,low dependence emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,high dependence emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,low grey level count emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,high grey level count emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,low dependence low grey level emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,low dependence high grey level emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,high dependence low grey level emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,high dependence high grey level emphasis,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,grey level non uniformity,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,grey level non uniformity normalized,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count non uniformity,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count non uniformity normalized,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count percentage,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,grey level variance,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count variance,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count entropy,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count energy,LDM,2D,2D,REK0,--,8QNN,ngldmFeatures2Davg,FB,--,--,--
neighbouring grey level dependence matrix,low dependence emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,high dependence emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,low grey level count emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,high grey level count emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,low dependence low grey level emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,low dependence high grey level emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,high dependence low grey level emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,high dependence high grey level emphasis,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,grey level non uniformity,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,grey level non uniformity normalized,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count non uniformity,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count non uniformity normalized,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count percentage,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,grey level variance,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count variance,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count entropy,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,dependence count energy,LDM,2.5D,2D,REK0,--,62GR,ngldmFeatures2Dmrg,FB,--,--,--
neighbouring grey level dependence matrix,low dependence emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,high dependence emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,low grey level count emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,high grey level count emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,low dependence low grey level emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,low dependence high grey level emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,high dependence low grey level emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,high dependence high grey level emphasis,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,grey level non uniformity,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,grey level non uniformity normalized,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,dependence count non uniformity,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,dependence count non uniformity normalized,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,dependence count percentage,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,grey level variance,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,dependence count variance,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,dependence count entropy,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
neighbouring grey level dependence matrix,dependence count energy,LDM,3D,3D,REK0,--,K0B0,ngldmFeatures3D,FB,--,--,--
